Загрузите изображение,Вероятности классов,flag,username,timestamp
D:\Unic\7 семестр\машинки\1lb\app\flagged\Загрузите изображение\b4c630f837812abe33d8effa748c4c648563c481\tmpk3gls68a.jpg,D:\Unic\7 семестр\машинки\1lb\app\flagged\Вероятности классов\tmp92qzgt6g.json,,,2025-10-10 23:36:47.388348
